"rank","tier","confidence","name","filing_date","state","industry","amount_offered_usd","amount_sold_usd","investors","archetype","total_score","solo_buildability","business_potential","fundability","korea_fit","global_fit","adjacent_optionality","product_summary","solo_idea","revenue_model","moat_to_build","expansion","risk","build_window","official_url","sec_url"
"127","관찰","C","Ariso Intelligence, Inc.","2025-07-31","NC","Other Technology","2000000","1610000","12","기타 수직 운영","80","19","20","18","11","8","4","Ariso Technologies - Enterprice Applications, IoT and AI Solutions","제품이 겨냥한 업종에서 문서·승인·후속조치 한 개를 선택해 서비스형으로 먼저 판매","월 구독 + 온보딩/운영 대행비","업종 템플릿, 고객 수정·완료 데이터, 판매 채널","한국 검증 후 유사 규제·업무 국가","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://ariso.io/","https://www.sec.gov/Archives/edgar/data/2066906/000206690625000001/0002066906-25-000001-index.html"
"128","관찰","C","mQOL Data Inc.","2026-05-13","CA","Other Technology","1000000","1000000","3","기타 수직 운영","80","19","19","19","11","8","4","mQOL empowers healthcare providers with enhanced, actionable data, while giving patients a voice in their treatment journey. mQOL places Quality…","제품이 겨냥한 업종에서 문서·승인·후속조치 한 개를 선택해 서비스형으로 먼저 판매","월 구독 + 온보딩/운영 대행비","업종 템플릿, 고객 수정·완료 데이터, 판매 채널","한국 검증 후 유사 규제·업무 국가","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://www.mqol.com/","https://www.sec.gov/Archives/edgar/data/2132760/000213471826000009/0002134718-26-000009-index.html"
"129","응용","B","Upstart Power Technologies, Inc.","2026-06-23","MA","Other Energy","6000000","4100000","5","기타 수직 운영","80","19","20","19","11","7","4","Your key to whole home energy independence.","제품이 겨냥한 업종에서 문서·승인·후속조치 한 개를 선택해 서비스형으로 먼저 판매","월 구독 + 온보딩/운영 대행비","업종 템플릿, 고객 수정·완료 데이터, 판매 채널","한국 검증 후 유사 규제·업무 국가","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://www.upstartpower.com/","https://www.sec.gov/Archives/edgar/data/2137818/000213781826000001/0002137818-26-000001-index.html"
"130","응용","B","Southern Block Capital LLC","2025-08-29","AR","Other Technology","3400000","3400000","15","기타 수직 운영","80","19","20","19","11","7","4","Southern Block Capital","제품이 겨냥한 업종에서 문서·승인·후속조치 한 개를 선택해 서비스형으로 먼저 판매","월 구독 + 온보딩/운영 대행비","업종 템플릿, 고객 수정·완료 데이터, 판매 채널","한국 검증 후 유사 규제·업무 국가","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://southernblockcapital.com/","https://www.sec.gov/Archives/edgar/data/2082196/000208219625000001/0002082196-25-000001-index.html"
"131","응용","B","Hollywood Trucks Technologies, Inc.","2025-09-15","LA","Other","7500000","2160000","1","인력·교육·온보딩","80","22","19","15","12","8","4","Hollywood Trucks operates the entertainment industry","규정·업무 문서 기반 신규직원 온보딩, 역할별 코칭, 이수·업무수행 증빙을 한 직군에 제공","사용자당 월 구독 + 콘텐츠 구축비","직군별 평가·성과 데이터, 사내문서 연동","한국·일본 B2B 교육","공식 제품·고객 인터뷰로 수요 재검증","4–6주","https://www.hollywoodtrucks.com/","https://www.sec.gov/Archives/edgar/data/2085875/000208587525000001/0002085875-25-000001-index.html"
"132","응용","B","Ground Control Software, Inc.","2025-06-13","CA","Other","2000000","2000000","3","기타 수직 운영","80","19","20","18","11","8","4","We design & build satellite-based IoT & tracking devices to solve your remote critical communication needs. Discover our range of…","제품이 겨냥한 업종에서 문서·승인·후속조치 한 개를 선택해 서비스형으로 먼저 판매","월 구독 + 온보딩/운영 대행비","업종 템플릿, 고객 수정·완료 데이터, 판매 채널","한국 검증 후 유사 규제·업무 국가","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://www.groundcontrol.com/","https://www.sec.gov/Archives/edgar/data/2066628/000206662825000003/0002066628-25-000003-index.html"
"133","응용","B","GroundGame.Health, inc.","2025-07-30","FL","Other Technology","8000000","1000000","3","의료·돌봄 운영","80","18","21","18","12","7","4","GroundGame.Health facilitates personalized, culturally tailored interactions through human-to-human connections that make the biggest difference in people’s lives.","진단 대신 예약·의무기록 정리·환자 안내·사후관리 중 한 흐름만 자동화","기관당 월 구독 + 처리 건수","진료과별 워크플로, EMR 연동, 사람 수정·완료 결과","한국에서 한 진료과, 이후 일본·싱가포르","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://www.groundgame.health/","https://www.sec.gov/Archives/edgar/data/2018840/000201884025000001/0002018840-25-000001-index.html"
"134","응용","B","Aetos Capital Inc","2026-03-18","CO","Business Services","500000","500000","5","기타 수직 운영","80","19","20","19","11","7","4","We currently manage two key funds: Trade Claims and California Carbon Allowances.","제품이 겨냥한 업종에서 문서·승인·후속조치 한 개를 선택해 서비스형으로 먼저 판매","월 구독 + 온보딩/운영 대행비","업종 템플릿, 고객 수정·완료 데이터, 판매 채널","한국 검증 후 유사 규제·업무 국가","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://www.aetoscapital.com/","https://www.sec.gov/Archives/edgar/data/2106399/000210639926000001/0002106399-26-000001-index.html"
"135","응용","A","AGORA CARE, INC.","2026-03-18","TX","Other Technology","4074999","3074999","10","의료·돌봄 운영","80","18","20","20","12","6","4","Organize and understand your medical records in one secure place. Agora Care is an AI health assistant that keeps your…","진단 대신 예약·의무기록 정리·환자 안내·사후관리 중 한 흐름만 자동화","기관당 월 구독 + 처리 건수","진료과별 워크플로, EMR 연동, 사람 수정·완료 결과","한국에서 한 진료과, 이후 일본·싱가포르","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://agoracare.ch/","https://www.sec.gov/Archives/edgar/data/2089128/000208912826000001/0002089128-26-000001-index.html"
"136","응용","A","Signal Lift, Inc.","2026-02-25","CT","Other Technology","2699997","2699997","5","기타 수직 운영","80","19","19","20","11","7","4","AI-native orchestration and decisioning layer for multi-unit retail, connecting data across systems to drive continuous improvement.","제품이 겨냥한 업종에서 문서·승인·후속조치 한 개를 선택해 서비스형으로 먼저 판매","월 구독 + 온보딩/운영 대행비","업종 템플릿, 고객 수정·완료 데이터, 판매 채널","한국 검증 후 유사 규제·업무 국가","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://signallift.com/","https://www.sec.gov/Archives/edgar/data/2112698/000211269826000001/0002112698-26-000001-index.html"
"137","응용","A","Veris Health Inc.","2025-07-08","NY","Biotechnology","2500000","2500000","2","의료·돌봄 운영","80","18","20","19","12","7","4","The Veris Cancer Care Platform keeps patients and clinicians connected through detailed symptom reports, physiologic data, secure messaging and scheduled…","진단 대신 예약·의무기록 정리·환자 안내·사후관리 중 한 흐름만 자동화","기관당 월 구독 + 처리 건수","진료과별 워크플로, EMR 연동, 사람 수정·완료 결과","한국에서 한 진료과, 이후 일본·싱가포르","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://www.verishealth.com/","https://www.sec.gov/Archives/edgar/data/2074979/000109489125000013/0001094891-25-000013-index.html"
"138","응용","A","RIVR Health AI, Inc.","2026-02-25","DE","Other Technology","10000000","1175000","7","의료·돌봄 운영","80","18","20","20","12","6","4","RIVR Health securely connects and organizes your medical records into one clear chronological timeline. Private. Secure. Built for patients.","진단 대신 예약·의무기록 정리·환자 안내·사후관리 중 한 흐름만 자동화","기관당 월 구독 + 처리 건수","진료과별 워크플로, EMR 연동, 사람 수정·완료 결과","한국에서 한 진료과, 이후 일본·싱가포르","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://rivrhealth.com/","https://www.sec.gov/Archives/edgar/data/2108621/000210862126000001/0002108621-26-000001-index.html"
"139","응용","A","Keensight Health Inc.","2026-04-02","WA","Other Technology","1500000","70000","5","의료·돌봄 운영","80","18","21","18","12","7","4","Keensight Health s Connected Care AI Suite helps clinicians start patient visits prepared, stay patient-centered under time pressure, and follow…","진단 대신 예약·의무기록 정리·환자 안내·사후관리 중 한 흐름만 자동화","기관당 월 구독 + 처리 건수","진료과별 워크플로, EMR 연동, 사람 수정·완료 결과","한국에서 한 진료과, 이후 일본·싱가포르","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://keensighthealth.com/","https://www.sec.gov/Archives/edgar/data/2126519/000212651926000001/0002126519-26-000001-index.html"
"140","관찰","C","Zydro Marine Technologies Inc","2026-04-14","MA","Other","1999999","1999999","4","기타 수직 운영","79","19","19","19","11","7","4","Zydro - The Toolkit for Maritime Spatial Intelligence","제품이 겨냥한 업종에서 문서·승인·후속조치 한 개를 선택해 서비스형으로 먼저 판매","월 구독 + 온보딩/운영 대행비","업종 템플릿, 고객 수정·완료 데이터, 판매 채널","한국 검증 후 유사 규제·업무 국가","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://zydromarine.com/","https://www.sec.gov/Archives/edgar/data/2087848/000208784826000001/0002087848-26-000001-index.html"
"141","응용","B","Omni Instrument Inc.","2025-10-07","CA","Computers","4000000","4000000","2","현장·건설·산업 운영","79","15","22","18","14","7","3","Autonomous manufacturing tools","작업사진·완료서·자재·견적을 청구와 규정 증빙으로 바꾸는 공종 하나의 도구","업체당 월 구독 + 현장 수 + 온보딩비","공종별 문서·사진 판정·청구 결과·현장 연동","한국 공종 검증 후 일본·호주","공식 제품·고객 인터뷰로 수요 재검증","8–12주/파트너","https://omniinstrument.com/","https://www.sec.gov/Archives/edgar/data/2080285/000208028525000001/0002080285-25-000001-index.html"
"142","응용","B","Avana Health, Inc.","2025-12-19","KY","Pharmaceuticals","4000000","2774997","29","의료·돌봄 운영","79","18","20","18","12","7","4","Our aim is to provide women with treatments for Postpartum Hemorrhage (PPH) and Abnormal Uterine Bleeding (AUB) that are safe,…","진단 대신 예약·의무기록 정리·환자 안내·사후관리 중 한 흐름만 자동화","기관당 월 구독 + 처리 건수","진료과별 워크플로, EMR 연동, 사람 수정·완료 결과","한국에서 한 진료과, 이후 일본·싱가포르","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://www.avana.health/","https://www.sec.gov/Archives/edgar/data/1952808/000195280825000002/0001952808-25-000002-index.html"
"143","응용","B","Brij Medical, Inc.","2025-03-13","GA","Other Health Care","6000000","1200000","17","의료·돌봄 운영","79","18","21","18","12","6","4","Relieve the Tension® around the incision with Brijjit Force Modulating Tissue Bridge.","진단 대신 예약·의무기록 정리·환자 안내·사후관리 중 한 흐름만 자동화","기관당 월 구독 + 처리 건수","진료과별 워크플로, EMR 연동, 사람 수정·완료 결과","한국에서 한 진료과, 이후 일본·싱가포르","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://brijmedical.com/","https://www.sec.gov/Archives/edgar/data/1872429/000114036125008652/0001140361-25-008652-index.html"
"144","응용","B","TYBR Health, Inc.","2025-01-31","TX","Biotechnology","2000000","1084679","8","의료·돌봄 운영","79","18","21","18","12","6","4","Discover B3 GEL™, the first flowable bio-gel barrier that prevents post-surgical tissue tethering. Close the gap between surgical repair and…","진단 대신 예약·의무기록 정리·환자 안내·사후관리 중 한 흐름만 자동화","기관당 월 구독 + 처리 건수","진료과별 워크플로, EMR 연동, 사람 수정·완료 결과","한국에서 한 진료과, 이후 일본·싱가포르","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://www.tybrhealth.com/","https://www.sec.gov/Archives/edgar/data/1835188/000183518825000002/0001835188-25-000002-index.html"
"145","응용","B","Ryse Health, Inc.","2025-04-07","MD","Other Health Care","2000000","900000","2","의료·돌봄 운영","79","18","21","18","12","6","4","Looking for a diabetes doctor near you? Ryse Health offers expert type 1, type 2 diabetes treatment, glucose monitoring, and…","진단 대신 예약·의무기록 정리·환자 안내·사후관리 중 한 흐름만 자동화","기관당 월 구독 + 처리 건수","진료과별 워크플로, EMR 연동, 사람 수정·완료 결과","한국에서 한 진료과, 이후 일본·싱가포르","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://www.rysehealth.com/","https://www.sec.gov/Archives/edgar/data/1893348/000089843225000236/0000898432-25-000236-index.html"
"146","응용","B","Ohm Health, Inc.","2026-01-15","VA","Other Health Care","1000000","687200","2","의료·돌봄 운영","79","18","20","19","12","6","4","Discover the Ohm Resonance Lamp — a sensory device that uses light, sound, and touch to guide your breath, calm…","진단 대신 예약·의무기록 정리·환자 안내·사후관리 중 한 흐름만 자동화","기관당 월 구독 + 처리 건수","진료과별 워크플로, EMR 연동, 사람 수정·완료 결과","한국에서 한 진료과, 이후 일본·싱가포르","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://ohm.health/","https://www.sec.gov/Archives/edgar/data/2029614/000202961426000002/0002029614-26-000002-index.html"
"147","응용","B","Quel Health, Inc.","2026-06-03","NM","Other Health Care","","385000","5","의료·돌봄 운영","79","18","20","19","12","6","4","Quel Health provides personalized health solutions, wellness tracking, preventive care insights, and expert support to help you achieve better long-term…","진단 대신 예약·의무기록 정리·환자 안내·사후관리 중 한 흐름만 자동화","기관당 월 구독 + 처리 건수","진료과별 워크플로, EMR 연동, 사람 수정·완료 결과","한국에서 한 진료과, 이후 일본·싱가포르","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://quel.health/","https://www.sec.gov/Archives/edgar/data/2128803/000212880326000003/0002128803-26-000003-index.html"
"148","응용","B","Mindwave Medical, Inc.","2025-05-05","TN","Other Technology","5000000","280000","8","의료·돌봄 운영","79","18","21","18","12","6","4","MindWave Medical is working to create a better inpatient experience for patients, nurses, families, visitors, and administrators. MindWave has developed…","진단 대신 예약·의무기록 정리·환자 안내·사후관리 중 한 흐름만 자동화","기관당 월 구독 + 처리 건수","진료과별 워크플로, EMR 연동, 사람 수정·완료 결과","한국에서 한 진료과, 이후 일본·싱가포르","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://mindwavemedical.com/","https://www.sec.gov/Archives/edgar/data/2066912/000206691225000001/0002066912-25-000001-index.html"
"149","응용","B","Nivalon Medical Technologies Inc.","2026-04-21","CT","Other Technology","1000000","150000","3","의료·돌봄 운영","79","18","21","17","12","7","4","This is the homepage of the website","진단 대신 예약·의무기록 정리·환자 안내·사후관리 중 한 흐름만 자동화","기관당 월 구독 + 처리 건수","진료과별 워크플로, EMR 연동, 사람 수정·완료 결과","한국에서 한 진료과, 이후 일본·싱가포르","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://www.nivalonmedical.com/","https://www.sec.gov/Archives/edgar/data/2125125/000212512526000001/0002125125-26-000001-index.html"
"150","응용","B","Qonscious Health, Inc","2026-01-06","CA","Other Technology","300000","100000","7","의료·돌봄 운영","79","18","21","17","12","7","4","Qonscious Health","진단 대신 예약·의무기록 정리·환자 안내·사후관리 중 한 흐름만 자동화","기관당 월 구독 + 처리 건수","진료과별 워크플로, EMR 연동, 사람 수정·완료 결과","한국에서 한 진료과, 이후 일본·싱가포르","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://qonscioushealth.com/","https://www.sec.gov/Archives/edgar/data/2103866/000210386626000001/0002103866-26-000001-index.html"
"151","응용","B","Mercuria Health, INC","2026-01-15","WY","Business Services","300","300","3","의료·돌봄 운영","79","18","21","17","12","7","4","Mercuria Health works with pharmaceutical manufacturers to explore context-first systems, supervised agentic workflows, and outcome delivery models.","진단 대신 예약·의무기록 정리·환자 안내·사후관리 중 한 흐름만 자동화","기관당 월 구독 + 처리 건수","진료과별 워크플로, EMR 연동, 사람 수정·완료 결과","한국에서 한 진료과, 이후 일본·싱가포르","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://mercuria.health/","https://www.sec.gov/Archives/edgar/data/2098446/000209844626000001/0002098446-26-000001-index.html"
"152","응용","A","Frontera Health, Inc.","2025-02-14","CO","Other Health Care","9999992","9999992","2","의료·돌봄 운영","79","18","21","17","12","7","4","Save 5-6 hours on every ABA diagnosis and assessment report. Frontera ABA clinical report automation software helps you spend more…","진단 대신 예약·의무기록 정리·환자 안내·사후관리 중 한 흐름만 자동화","기관당 월 구독 + 처리 건수","진료과별 워크플로, EMR 연동, 사람 수정·완료 결과","한국에서 한 진료과, 이후 일본·싱가포르","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://fronterahealth.com/","https://www.sec.gov/Archives/edgar/data/2056182/000205618225000002/0002056182-25-000002-index.html"
"153","응용","A","Lunair Medical, Inc.","2025-09-15","MN","Other Health Care","12500000","7500000","3","의료·돌봄 운영","79","18","21","17","12","7","4","Discover Lunair’s implantable neurostimulation system and connected platform for underserved sleep apnea patients - no masks, mouthpieces or wearables.","진단 대신 예약·의무기록 정리·환자 안내·사후관리 중 한 흐름만 자동화","기관당 월 구독 + 처리 건수","진료과별 워크플로, EMR 연동, 사람 수정·완료 결과","한국에서 한 진료과, 이후 일본·싱가포르","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://www.lunairmedical.com/","https://www.sec.gov/Archives/edgar/data/2085833/000208583325000001/0002085833-25-000001-index.html"
"154","응용","A","Hipp Health Inc.","2025-07-31","CA","Other Technology","6624999","6180568","10","의료·돌봄 운영","79","18","21","17","12","7","4","Meet Hipp. The AI-powered platform that helps ABA professionals spend less time on operations and more time with patients.","진단 대신 예약·의무기록 정리·환자 안내·사후관리 중 한 흐름만 자동화","기관당 월 구독 + 처리 건수","진료과별 워크플로, EMR 연동, 사람 수정·완료 결과","한국에서 한 진료과, 이후 일본·싱가포르","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://www.hipp.health/","https://www.sec.gov/Archives/edgar/data/2075798/000207579825000001/0002075798-25-000001-index.html"
"155","응용","A","My Diabetes Health, Inc.","2025-06-13","DE","Other Health Care","5955000","4455000","24","의료·돌봄 운영","79","18","20","19","12","6","4","Sign up or login to access our free online courses and other services around Diabetes, Weight Loss and Cardiovascular diseases.","진단 대신 예약·의무기록 정리·환자 안내·사후관리 중 한 흐름만 자동화","기관당 월 구독 + 처리 건수","진료과별 워크플로, EMR 연동, 사람 수정·완료 결과","한국에서 한 진료과, 이후 일본·싱가포르","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://user.mydiabetes.com/","https://www.sec.gov/Archives/edgar/data/2069898/000206989825000001/0002069898-25-000001-index.html"
"156","응용","A","Code Metal, Inc.","2025-11-13","MA","Other Technology","36500000","36474898","15","조달·물류·공급망","78","15","23","15","13","9","3","Code Metal: Verifiable, AI-enabled code translation. For companies doing edge development, code portability, and code modernization across industries like automotive,…","RFQ·견적·발주·선적 문서를 읽고 누락, 가격변경, 납기 예외를 한 업종에서 자동 처리","업체당 월 구독 + 문서/거래 건수","거래처별 예외, 품목 매핑, 납기·견적 결과","한국 수출기업에서 시작해 일본·동남아","공식 제품·고객 인터뷰로 수요 재검증","8–12주/파트너","https://www.codemetal.ai/","https://www.sec.gov/Archives/edgar/data/2001452/000200145225000003/0002001452-25-000003-index.html"
"157","응용","A","King Ridge Capital, Inc.","2025-07-25","NH","Business Services","","5000000","14","보험 운영","78","14","23","19","12","7","3","King Ridge Capital Inc. is a technology-focused, multi-strategy investment advisory firm specializing in Insurance-Linked Securities (ILS).","보험 판단 대신 서류 접수, 증빙 누락, 상품 비교, 갱신 후속조치처럼 브로커 운영을 자동화","브로커/지점당 월 구독 + 처리 건수","보험사별 포털·서류·예외 데이터","국가별 파트너형 확장","자본·규제 요소 — 주변 운영 소프트웨어만 참고","8–12주/파트너","https://kingridgecapital.com/","https://www.sec.gov/Archives/edgar/data/2063418/000206341825000002/0002063418-25-000002-index.html"
"158","관찰","C","Integrated Physicians Management Services, LLC","2026-01-14","CT","Business Services","1113000","1113000","13","보안·AI 거버넌스","77","11","22","19","12","10","3","Integrated Corporation specialized R&D centers for both software and hardware focus on smart security, IoT, and intelligent education solutions.","전체 보안제품 대신 AI 에이전트·MCP 사용대장, 승인, 권한, 실행로그, 감사증빙에 집중","회사당 월 구독 + 규정팩 + 감사 온보딩","권한 그래프, 증빙 자동수집, 정책·사고 데이터","한국 ISMS·AI 기본법, 이후 EU·싱가포르","자본·규제 요소 — 주변 운영 소프트웨어만 참고","8–12주/파트너","https://www.integrated.com/","https://www.sec.gov/Archives/edgar/data/1906912/000190691226000001/0001906912-26-000001-index.html"
"159","응용","A","American AI Logistics, Inc.","2025-07-03","FL","Other Technology","5665000","5665000","14","조달·물류·공급망","77","13","23","17","12","9","3","American AI Logistics builds autonomous RFQ response workflows for software VARs, public-sector resellers, parts distributors, and government suppliers.","RFQ·견적·발주·선적 문서를 읽고 누락, 가격변경, 납기 예외를 한 업종에서 자동 처리","업체당 월 구독 + 문서/거래 건수","거래처별 예외, 품목 매핑, 납기·견적 결과","한국 수출기업에서 시작해 일본·동남아","자본·규제 요소 — 주변 운영 소프트웨어만 참고","8–12주/파트너","https://americanailogistics.com/","https://www.sec.gov/Archives/edgar/data/2068742/000206874225000001/0002068742-25-000001-index.html"
"160","응용","B","Photon Health, Inc.","2026-04-29","NY","Other","15999981","15919983","13","개발도구·데이터","81","22","20","15","10","10","4","Photon is modern prescription infrastructure that lets patients compare pharmacies on price, availability, and convenience.","한국 레거시/SI 스택의 코드·티켓·문서 맥락, 생성코드 QA, 데이터 품질 중 한 문제를 해결","개발자/데이터 사용자당 월 구독","저장소·티켓 연동, 조직별 평가셋, 오류·수정 데이터","처음부터 영문 SaaS 가능","공식 제품·고객 인터뷰로 수요 재검증","4–6주","https://photonhealth.com/","https://www.sec.gov/Archives/edgar/data/2031416/000123191926000424/0001231919-26-000424-index.html"
"161","응용","A","IQ Finance, Inc.","2026-02-20","DE","Other Technology","1000000","175000","1","개발도구·데이터","81","22","20","15","10","10","4","One screen that shows you exactly what drives your business, ranked by actual impact. Real-time financial analytics, driver ranking, and…","한국 레거시/SI 스택의 코드·티켓·문서 맥락, 생성코드 QA, 데이터 품질 중 한 문제를 해결","개발자/데이터 사용자당 월 구독","저장소·티켓 연동, 조직별 평가셋, 오류·수정 데이터","처음부터 영문 SaaS 가능","공식 제품·고객 인터뷰로 수요 재검증","4–6주","https://www.iqfinance.ai/","https://www.sec.gov/Archives/edgar/data/2112607/000211260726000001/0002112607-26-000001-index.html"
"162","응용","B","Self-Storage Tech LLC","2025-06-12","ID","Other Technology","10000000","","0","개발도구·데이터","80","22","21","13","10","10","4","With over 40,000 storage facilities, SelfStorage.com helps you rent the cheapest self-storage units. Check local prices, amenities & book online.","한국 레거시/SI 스택의 코드·티켓·문서 맥락, 생성코드 QA, 데이터 품질 중 한 문제를 해결","개발자/데이터 사용자당 월 구독","저장소·티켓 연동, 조직별 평가셋, 오류·수정 데이터","처음부터 영문 SaaS 가능","공식 제품·고객 인터뷰로 수요 재검증","4–6주","https://www.selfstorage.com/","https://www.sec.gov/Archives/edgar/data/2071441/000207162525000002/0002071625-25-000002-index.html"
"163","응용","A","Positron Charging Inc.","2026-04-14","WA","Other Technology","1000000","750000","5","개발도구·데이터","80","17","20","20","10","10","3","EV charging infrastructure with 60% less power demand. Avoid costly electrical upgrades for apartments, offices & fleets. Patented AC Bus…","한국 레거시/SI 스택의 코드·티켓·문서 맥락, 생성코드 QA, 데이터 품질 중 한 문제를 해결","개발자/데이터 사용자당 월 구독","저장소·티켓 연동, 조직별 평가셋, 오류·수정 데이터","처음부터 영문 SaaS 가능","자본·규제 요소 — 주변 운영 소프트웨어만 참고","8–12주/파트너","https://www.positroncharging.com/","https://www.sec.gov/Archives/edgar/data/2126178/000212617826000001/0002126178-26-000001-index.html"
"164","관찰","C","Praxis Campus Management Software, Inc.","2025-03-20","PA","Other Technology","746165","292536","2","기타 수직 운영","79","19","19","18","11","8","4","Praxis builds cool stuff that helps businesses solve actual problems leveraging the Salesforce platform.","제품이 겨냥한 업종에서 문서·승인·후속조치 한 개를 선택해 서비스형으로 먼저 판매","월 구독 + 온보딩/운영 대행비","업종 템플릿, 고객 수정·완료 데이터, 판매 채널","한국 검증 후 유사 규제·업무 국가","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://www.getpraxis.com/","https://www.sec.gov/Archives/edgar/data/1975192/000197519225000001/0001975192-25-000001-index.html"
"165","응용","B","Inception Point AI Inc","2026-02-06","CA","Other","5052490","5052490","13","기타 수직 운영","79","19","20","18","11","7","4","Inception Point AI – InceptionPoint AI — AI-Powered Personality Creators","제품이 겨냥한 업종에서 문서·승인·후속조치 한 개를 선택해 서비스형으로 먼저 판매","월 구독 + 온보딩/운영 대행비","업종 템플릿, 고객 수정·완료 데이터, 판매 채널","한국 검증 후 유사 규제·업무 국가","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://www.inceptionpoint.ai/","https://www.sec.gov/Archives/edgar/data/2109453/000210945326000002/0002109453-26-000002-index.html"
"166","응용","B","Peer Group Tools, LLC","2025-09-17","CO","Other Technology","2000000","1025000","15","기타 수직 운영","79","19","19","18","11","8","4","Peer Group Tools is a complete digital operating system for effortlessly creating, managing, and running a world-class peer group","제품이 겨냥한 업종에서 문서·승인·후속조치 한 개를 선택해 서비스형으로 먼저 판매","월 구독 + 온보딩/운영 대행비","업종 템플릿, 고객 수정·완료 데이터, 판매 채널","한국 검증 후 유사 규제·업무 국가","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://www.peergrouptools.com/","https://www.sec.gov/Archives/edgar/data/2086353/000208635325000001/0002086353-25-000001-index.html"
"167","응용","B","Generative Platforms Inc.","2026-03-23","CA","Other Technology","1000000","800000","3","기타 수직 운영","79","19","19","19","11","7","4","Generative Platforms Inc.","제품이 겨냥한 업종에서 문서·승인·후속조치 한 개를 선택해 서비스형으로 먼저 판매","월 구독 + 온보딩/운영 대행비","업종 템플릿, 고객 수정·완료 데이터, 판매 채널","한국 검증 후 유사 규제·업무 국가","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://generativeplatforms.com/","https://www.sec.gov/Archives/edgar/data/2097229/000209722926000001/0002097229-26-000001-index.html"
"168","응용","B","Quatrefoil Data Services, Inc.","2026-01-28","NY","Other Banking and Financial Services","2500000","600000","3","기타 수직 운영","79","19","19","19","11","7","4","Institutional-grade benchmarks for the digital asset economy.","제품이 겨냥한 업종에서 문서·승인·후속조치 한 개를 선택해 서비스형으로 먼저 판매","월 구독 + 온보딩/운영 대행비","업종 템플릿, 고객 수정·완료 데이터, 판매 채널","한국 검증 후 유사 규제·업무 국가","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://www.quatrefoildata.com/","https://www.sec.gov/Archives/edgar/data/2107961/000210796126000001/0002107961-26-000001-index.html"
"169","응용","B","Orthios Innovations LLC","2026-04-20","NJ","Other Technology","840000","505000","7","기타 수직 운영","79","19","19","19","11","7","4","The Orthios Innovations Weight Bear is an intraoperative simulated weight-bearing device for foot and ankle surgery that maintains a loaded…","제품이 겨냥한 업종에서 문서·승인·후속조치 한 개를 선택해 서비스형으로 먼저 판매","월 구독 + 온보딩/운영 대행비","업종 템플릿, 고객 수정·완료 데이터, 판매 채널","한국 검증 후 유사 규제·업무 국가","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://orthiosinnovations.com/","https://www.sec.gov/Archives/edgar/data/2052134/000205213426000004/0002052134-26-000004-index.html"
"170","응용","B","Narro Trucks Inc.","2026-01-27","VA","Other Technology","2800000","500000","15","기타 수직 운영","79","19","19","19","11","7","4","Narro Trucks UTV's Power Industry, Agriculture, and Commerce - Silently","제품이 겨냥한 업종에서 문서·승인·후속조치 한 개를 선택해 서비스형으로 먼저 판매","월 구독 + 온보딩/운영 대행비","업종 템플릿, 고객 수정·완료 데이터, 판매 채널","한국 검증 후 유사 규제·업무 국가","공식 제품·고객 인터뷰로 수요 재검증","6–8주","https://narrotrucks.com/","https://www.sec.gov/Archives/edgar/data/2105878/000210587826000001/0002105878-26-000001-index.html"
